Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)"
Actual,Melanoma of the skin,2005,Males,00-04,1,0.2
Actual,Melanoma of the skin,2005,Males,05-09,2,0.3
Actual,Melanoma of the skin,2005,Males,10-14,2,0.3
Actual,Melanoma of the skin,2005,Males,15-19,32,4.5
Actual,Melanoma of the skin,2005,Males,20-24,58,8.1
Actual,Melanoma of the skin,2005,Males,25-29,122,17.9
Actual,Melanoma of the skin,2005,Males,30-34,172,23.1
Actual,Melanoma of the skin,2005,Males,35-39,227,31.1
Actual,Melanoma of the skin,2005,Males,40-44,315,41.5
Actual,Melanoma of the skin,2005,Males,45-49,446,62.0
Actual,Melanoma of the skin,2005,Males,50-54,523,79.4
Actual,Melanoma of the skin,2005,Males,55-59,706,114.7
Actual,Melanoma of the skin,2005,Males,60-64,659,140.4
Actual,Melanoma of the skin,2005,Males,65-69,678,181.8
Actual,Melanoma of the skin,2005,Males,70-74,663,223.2
Actual,Melanoma of the skin,2005,Males,75-79,690,279.1
Actual,Melanoma of the skin,2005,Males,80-84,508,320.9
Actual,Melanoma of the skin,2005,Males,85-89,242,349.6
Actual,Melanoma of the skin,2005,Males,90+,91,333.6
Actual,Melanoma of the skin,2005,Males,All ages combined,"6,137",61.2
Actual,Melanoma of the skin,2006,Males,00-04,0,0.0
Actual,Melanoma of the skin,2006,Males,05-09,0,0.0
Actual,Melanoma of the skin,2006,Males,10-14,3,0.4
Actual,Melanoma of the skin,2006,Males,15-19,31,4.3
Actual,Melanoma of the skin,2006,Males,20-24,60,8.1
Actual,Melanoma of the skin,2006,Males,25-29,110,15.8
Actual,Melanoma of the skin,2006,Males,30-34,171,23.3
Actual,Melanoma of the skin,2006,Males,35-39,224,29.9
Actual,Melanoma of the skin,2006,Males,40-44,310,41.2
Actual,Melanoma of the skin,2006,Males,45-49,409,55.9
Actual,Melanoma of the skin,2006,Males,50-54,499,74.5
Actual,Melanoma of the skin,2006,Males,55-59,692,110.0
Actual,Melanoma of the skin,2006,Males,60-64,664,135.3
Actual,Melanoma of the skin,2006,Males,65-69,689,180.3
Actual,Melanoma of the skin,2006,Males,70-74,693,230.7
Actual,Melanoma of the skin,2006,Males,75-79,725,290.0
Actual,Melanoma of the skin,2006,Males,80-84,475,288.9
Actual,Melanoma of the skin,2006,Males,85-89,242,324.2
Actual,Melanoma of the skin,2006,Males,90+,103,359.8
Actual,Melanoma of the skin,2006,Males,All ages combined,"6,100",60.0
Actual,Melanoma of the skin,2007,Males,00-04,0,0.0
Actual,Melanoma of the skin,2007,Males,05-09,0,0.0
Actual,Melanoma of the skin,2007,Males,10-14,3,0.4
Actual,Melanoma of the skin,2007,Males,15-19,17,2.3
Actual,Melanoma of the skin,2007,Males,20-24,56,7.4
Actual,Melanoma of the skin,2007,Males,25-29,86,11.9
Actual,Melanoma of the skin,2007,Males,30-34,157,21.6
Actual,Melanoma of the skin,2007,Males,35-39,191,24.7
Actual,Melanoma of the skin,2007,Males,40-44,242,32.4
Actual,Melanoma of the skin,2007,Males,45-49,402,53.8
Actual,Melanoma of the skin,2007,Males,50-54,527,77.3
Actual,Melanoma of the skin,2007,Males,55-59,675,107.9
Actual,Melanoma of the skin,2007,Males,60-64,735,139.0
Actual,Melanoma of the skin,2007,Males,65-69,708,178.3
Actual,Melanoma of the skin,2007,Males,70-74,682,221.2
Actual,Melanoma of the skin,2007,Males,75-79,644,256.2
Actual,Melanoma of the skin,2007,Males,80-84,539,316.7
Actual,Melanoma of the skin,2007,Males,85-89,271,335.9
Actual,Melanoma of the skin,2007,Males,90+,99,327.4
Actual,Melanoma of the skin,2007,Males,All ages combined,"6,034",58.3
Actual,Melanoma of the skin,2008,Males,00-04,0,0.0
Actual,Melanoma of the skin,2008,Males,05-09,1,0.1
Actual,Melanoma of the skin,2008,Males,10-14,3,0.4
Actual,Melanoma of the skin,2008,Males,15-19,22,3.0
Actual,Melanoma of the skin,2008,Males,20-24,59,7.5
Actual,Melanoma of the skin,2008,Males,25-29,87,11.5
Actual,Melanoma of the skin,2008,Males,30-34,141,19.4
Actual,Melanoma of the skin,2008,Males,35-39,254,32.2
Actual,Melanoma of the skin,2008,Males,40-44,314,42.2
Actual,Melanoma of the skin,2008,Males,45-49,410,53.8
Actual,Melanoma of the skin,2008,Males,50-54,567,81.8
Actual,Melanoma of the skin,2008,Males,55-59,667,105.7
Actual,Melanoma of the skin,2008,Males,60-64,801,143.1
Actual,Melanoma of the skin,2008,Males,65-69,776,188.9
Actual,Melanoma of the skin,2008,Males,70-74,662,208.4
Actual,Melanoma of the skin,2008,Males,75-79,689,273.9
Actual,Melanoma of the skin,2008,Males,80-84,649,368.6
Actual,Melanoma of the skin,2008,Males,85-89,317,368.5
Actual,Melanoma of the skin,2008,Males,90+,110,351.3
Actual,Melanoma of the skin,2008,Males,All ages combined,"6,529",61.8
Actual,Melanoma of the skin,2009,Males,00-04,1,0.1
Actual,Melanoma of the skin,2009,Males,05-09,0,0.0
Actual,Melanoma of the skin,2009,Males,10-14,9,1.3
Actual,Melanoma of the skin,2009,Males,15-19,27,3.6
Actual,Melanoma of the skin,2009,Males,20-24,48,5.9
Actual,Melanoma of the skin,2009,Males,25-29,101,12.6
Actual,Melanoma of the skin,2009,Males,30-34,148,20.0
Actual,Melanoma of the skin,2009,Males,35-39,256,32.1
Actual,Melanoma of the skin,2009,Males,40-44,298,39.7
Actual,Melanoma of the skin,2009,Males,45-49,385,50.0
Actual,Melanoma of the skin,2009,Males,50-54,553,78.0
Actual,Melanoma of the skin,2009,Males,55-59,690,107.9
Actual,Melanoma of the skin,2009,Males,60-64,809,139.6
Actual,Melanoma of the skin,2009,Males,65-69,757,175.9
Actual,Melanoma of the skin,2009,Males,70-74,793,240.6
Actual,Melanoma of the skin,2009,Males,75-79,712,281.9
Actual,Melanoma of the skin,2009,Males,80-84,568,313.9
Actual,Melanoma of the skin,2009,Males,85-89,333,364.0
Actual,Melanoma of the skin,2009,Males,90+,110,338.2
Actual,Melanoma of the skin,2009,Males,All ages combined,"6,598",61.1
Actual,Melanoma of the skin,2010,Males,00-04,1,0.1
Actual,Melanoma of the skin,2010,Males,05-09,0,0.0
Actual,Melanoma of the skin,2010,Males,10-14,2,0.3
Actual,Melanoma of the skin,2010,Males,15-19,18,2.4
Actual,Melanoma of the skin,2010,Males,20-24,29,3.5
Actual,Melanoma of the skin,2010,Males,25-29,104,12.6
Actual,Melanoma of the skin,2010,Males,30-34,154,20.5
Actual,Melanoma of the skin,2010,Males,35-39,216,27.2
Actual,Melanoma of the skin,2010,Males,40-44,300,39.3
Actual,Melanoma of the skin,2010,Males,45-49,379,49.2
Actual,Melanoma of the skin,2010,Males,50-54,555,76.7
Actual,Melanoma of the skin,2010,Males,55-59,688,106.0
Actual,Melanoma of the skin,2010,Males,60-64,869,145.6
Actual,Melanoma of the skin,2010,Males,65-69,815,180.6
Actual,Melanoma of the skin,2010,Males,70-74,811,235.7
Actual,Melanoma of the skin,2010,Males,75-79,733,288.9
Actual,Melanoma of the skin,2010,Males,80-84,643,345.1
Actual,Melanoma of the skin,2010,Males,85-89,342,355.5
Actual,Melanoma of the skin,2010,Males,90+,137,387.2
Actual,Melanoma of the skin,2010,Males,All ages combined,"6,796",62.0
Actual,Melanoma of the skin,2011,Males,00-04,1,0.1
Actual,Melanoma of the skin,2011,Males,05-09,1,0.1
Actual,Melanoma of the skin,2011,Males,10-14,5,0.7
Actual,Melanoma of the skin,2011,Males,15-19,18,2.4
Actual,Melanoma of the skin,2011,Males,20-24,44,5.3
Actual,Melanoma of the skin,2011,Males,25-29,98,11.7
Actual,Melanoma of the skin,2011,Males,30-34,142,18.5
Actual,Melanoma of the skin,2011,Males,35-39,194,24.8
Actual,Melanoma of the skin,2011,Males,40-44,314,39.9
Actual,Melanoma of the skin,2011,Males,45-49,388,50.8
Actual,Melanoma of the skin,2011,Males,50-54,518,70.0
Actual,Melanoma of the skin,2011,Males,55-59,689,104.1
Actual,Melanoma of the skin,2011,Males,60-64,962,157.4
Actual,Melanoma of the skin,2011,Males,65-69,865,182.4
Actual,Melanoma of the skin,2011,Males,70-74,818,228.9
Actual,Melanoma of the skin,2011,Males,75-79,649,251.2
Actual,Melanoma of the skin,2011,Males,80-84,599,314.3
Actual,Melanoma of the skin,2011,Males,85-89,355,351.7
Actual,Melanoma of the skin,2011,Males,90+,140,367.1
Actual,Melanoma of the skin,2011,Males,All ages combined,"6,800",61.2
Actual,Melanoma of the skin,2012,Males,00-04,1,0.1
Actual,Melanoma of the skin,2012,Males,05-09,0,0.0
Actual,Melanoma of the skin,2012,Males,10-14,1,0.1
Actual,Melanoma of the skin,2012,Males,15-19,15,2.0
Actual,Melanoma of the skin,2012,Males,20-24,50,6.0
Actual,Melanoma of the skin,2012,Males,25-29,101,11.7
Actual,Melanoma of the skin,2012,Males,30-34,152,19.0
Actual,Melanoma of the skin,2012,Males,35-39,202,26.0
Actual,Melanoma of the skin,2012,Males,40-44,313,38.7
Actual,Melanoma of the skin,2012,Males,45-49,380,50.0
Actual,Melanoma of the skin,2012,Males,50-54,590,78.3
Actual,Melanoma of the skin,2012,Males,55-59,699,103.7
Actual,Melanoma of the skin,2012,Males,60-64,888,145.8
Actual,Melanoma of the skin,2012,Males,65-69,973,191.6
Actual,Melanoma of the skin,2012,Males,70-74,900,243.2
Actual,Melanoma of the skin,2012,Males,75-79,739,277.1
Actual,Melanoma of the skin,2012,Males,80-84,584,303.2
Actual,Melanoma of the skin,2012,Males,85-89,403,382.4
Actual,Melanoma of the skin,2012,Males,90+,161,386.5
Actual,Melanoma of the skin,2012,Males,All ages combined,"7,152",63.2
Actual,Melanoma of the skin,2013,Males,00-04,1,0.1
Actual,Melanoma of the skin,2013,Males,05-09,1,0.1
Actual,Melanoma of the skin,2013,Males,10-14,2,0.3
Actual,Melanoma of the skin,2013,Males,15-19,13,1.7
Actual,Melanoma of the skin,2013,Males,20-24,45,5.4
Actual,Melanoma of the skin,2013,Males,25-29,94,10.7
Actual,Melanoma of the skin,2013,Males,30-34,136,16.4
Actual,Melanoma of the skin,2013,Males,35-39,210,27.1
Actual,Melanoma of the skin,2013,Males,40-44,303,36.9
Actual,Melanoma of the skin,2013,Males,45-49,404,53.3
Actual,Melanoma of the skin,2013,Males,50-54,568,74.2
Actual,Melanoma of the skin,2013,Males,55-59,695,101.5
Actual,Melanoma of the skin,2013,Males,60-64,953,154.9
Actual,Melanoma of the skin,2013,Males,65-69,"1,071",199.5
Actual,Melanoma of the skin,2013,Males,70-74,948,248.5
Actual,Melanoma of the skin,2013,Males,75-79,818,296.2
Actual,Melanoma of the skin,2013,Males,80-84,674,347.3
Actual,Melanoma of the skin,2013,Males,85-89,406,367.4
Actual,Melanoma of the skin,2013,Males,90+,181,402.0
Actual,Melanoma of the skin,2013,Males,All ages combined,"7,523",65.4
Actual,Melanoma of the skin,2014,Males,00-04,0,0.0
Actual,Melanoma of the skin,2014,Males,05-09,0,0.0
Actual,Melanoma of the skin,2014,Males,10-14,1,0.1
Actual,Melanoma of the skin,2014,Males,15-19,16,2.1
Actual,Melanoma of the skin,2014,Males,20-24,44,5.2
Actual,Melanoma of the skin,2014,Males,25-29,86,9.7
Actual,Melanoma of the skin,2014,Males,30-34,137,16.0
Actual,Melanoma of the skin,2014,Males,35-39,205,26.4
Actual,Melanoma of the skin,2014,Males,40-44,323,39.3
Actual,Melanoma of the skin,2014,Males,45-49,393,51.8
Actual,Melanoma of the skin,2014,Males,50-54,603,78.2
Actual,Melanoma of the skin,2014,Males,55-59,691,99.0
Actual,Melanoma of the skin,2014,Males,60-64,901,144.9
Actual,Melanoma of the skin,2014,Males,65-69,"1,129",203.3
Actual,Melanoma of the skin,2014,Males,70-74,926,232.4
Actual,Melanoma of the skin,2014,Males,75-79,864,301.4
Actual,Melanoma of the skin,2014,Males,80-84,731,372.5
Actual,Melanoma of the skin,2014,Males,85-89,453,394.0
Actual,Melanoma of the skin,2014,Males,90+,202,413.3
Actual,Melanoma of the skin,2014,Males,All ages combined,"7,705",66.0
Actual,Melanoma of the skin,2015,Males,00-04,0,0.0
Actual,Melanoma of the skin,2015,Males,05-09,0,0.0
Actual,Melanoma of the skin,2015,Males,10-14,1,0.1
Actual,Melanoma of the skin,2015,Males,15-19,10,1.3
Actual,Melanoma of the skin,2015,Males,20-24,42,4.9
Actual,Melanoma of the skin,2015,Males,25-29,81,9.0
Actual,Melanoma of the skin,2015,Males,30-34,137,15.7
Actual,Melanoma of the skin,2015,Males,35-39,189,24.1
Actual,Melanoma of the skin,2015,Males,40-44,324,39.5
Actual,Melanoma of the skin,2015,Males,45-49,443,57.7
Actual,Melanoma of the skin,2015,Males,50-54,590,76.7
Actual,Melanoma of the skin,2015,Males,55-59,743,104.6
Actual,Melanoma of the skin,2015,Males,60-64,965,153.6
Actual,Melanoma of the skin,2015,Males,65-69,"1,146",199.9
Actual,Melanoma of the skin,2015,Males,70-74,"1,121",269.3
Actual,Melanoma of the skin,2015,Males,75-79,920,308.6
Actual,Melanoma of the skin,2015,Males,80-84,639,323.0
Actual,Melanoma of the skin,2015,Males,85-89,452,378.8
Actual,Melanoma of the skin,2015,Males,90+,201,382.4
Actual,Melanoma of the skin,2015,Males,All ages combined,"8,004",67.7
Actual,Melanoma of the skin,2016,Males,00-04,1,0.1
Actual,Melanoma of the skin,2016,Males,05-09,0,0.0
Actual,Melanoma of the skin,2016,Males,10-14,4,0.5
Actual,Melanoma of the skin,2016,Males,15-19,13,1.7
Actual,Melanoma of the skin,2016,Males,20-24,38,4.4
Actual,Melanoma of the skin,2016,Males,25-29,89,9.8
Actual,Melanoma of the skin,2016,Males,30-34,159,17.8
Actual,Melanoma of the skin,2016,Males,35-39,217,27.1
Actual,Melanoma of the skin,2016,Males,40-44,351,43.5
Actual,Melanoma of the skin,2016,Males,45-49,480,61.1
Actual,Melanoma of the skin,2016,Males,50-54,593,77.7
Actual,Melanoma of the skin,2016,Males,55-59,847,117.0
Actual,Melanoma of the skin,2016,Males,60-64,991,155.4
Actual,Melanoma of the skin,2016,Males,65-69,"1,226",208.1
Actual,Melanoma of the skin,2016,Males,70-74,"1,142",261.4
Actual,Melanoma of the skin,2016,Males,75-79,934,303.1
Actual,Melanoma of the skin,2016,Males,80-84,725,358.0
Actual,Melanoma of the skin,2016,Males,85-89,482,393.6
Actual,Melanoma of the skin,2016,Males,90+,199,350.4
Actual,Melanoma of the skin,2016,Males,All ages combined,"8,491",70.7
Actual,Melanoma of the skin,2017,Males,00-04,2,0.2
Actual,Melanoma of the skin,2017,Males,05-09,0,0.0
Actual,Melanoma of the skin,2017,Males,10-14,1,0.1
Actual,Melanoma of the skin,2017,Males,15-19,13,1.7
Actual,Melanoma of the skin,2017,Males,20-24,32,3.7
Actual,Melanoma of the skin,2017,Males,25-29,100,10.8
Actual,Melanoma of the skin,2017,Males,30-34,168,18.5
Actual,Melanoma of the skin,2017,Males,35-39,214,25.9
Actual,Melanoma of the skin,2017,Males,40-44,324,40.6
Actual,Melanoma of the skin,2017,Males,45-49,456,56.3
Actual,Melanoma of the skin,2017,Males,50-54,631,83.4
Actual,Melanoma of the skin,2017,Males,55-59,923,124.8
Actual,Melanoma of the skin,2017,Males,60-64,962,148.2
Actual,Melanoma of the skin,2017,Males,65-69,"1,221",208.1
Actual,Melanoma of the skin,2017,Males,70-74,"1,290",274.4
Actual,Melanoma of the skin,2017,Males,75-79,"1,009",313.9
Actual,Melanoma of the skin,2017,Males,80-84,771,367.6
Actual,Melanoma of the skin,2017,Males,85-89,490,393.2
Actual,Melanoma of the skin,2017,Males,90+,226,379.0
Actual,Melanoma of the skin,2017,Males,All ages combined,"8,833",72.4
Actual,Melanoma of the skin,2018,Males,00-04,0,0.0
Actual,Melanoma of the skin,2018,Males,05-09,1,0.1
Actual,Melanoma of the skin,2018,Males,10-14,3,0.4
Actual,Melanoma of the skin,2018,Males,15-19,15,2.0
Actual,Melanoma of the skin,2018,Males,20-24,52,5.9
Actual,Melanoma of the skin,2018,Males,25-29,89,9.5
Actual,Melanoma of the skin,2018,Males,30-34,137,14.9
Actual,Melanoma of the skin,2018,Males,35-39,213,24.8
Actual,Melanoma of the skin,2018,Males,40-44,300,37.8
Actual,Melanoma of the skin,2018,Males,45-49,510,61.9
Actual,Melanoma of the skin,2018,Males,50-54,617,81.8
Actual,Melanoma of the skin,2018,Males,55-59,855,113.6
Actual,Melanoma of the skin,2018,Males,60-64,995,150.5
Actual,Melanoma of the skin,2018,Males,65-69,"1,165",197.4
Actual,Melanoma of the skin,2018,Males,70-74,"1,286",257.7
Actual,Melanoma of the skin,2018,Males,75-79,"1,052",316.0
Actual,Melanoma of the skin,2018,Males,80-84,781,357.9
Actual,Melanoma of the skin,2018,Males,85-89,495,392.4
Actual,Melanoma of the skin,2018,Males,90+,241,383.5
Actual,Melanoma of the skin,2018,Males,All ages combined,"8,807",71.1
Actual,Melanoma of the skin,2019,Males,00-04,1,0.1
Actual,Melanoma of the skin,2019,Males,05-09,1,0.1
Actual,Melanoma of the skin,2019,Males,10-14,3,0.4
Actual,Melanoma of the skin,2019,Males,15-19,18,2.3
Actual,Melanoma of the skin,2019,Males,20-24,54,6.0
Actual,Melanoma of the skin,2019,Males,25-29,83,8.7
Actual,Melanoma of the skin,2019,Males,30-34,162,17.3
Actual,Melanoma of the skin,2019,Males,35-39,225,25.3
Actual,Melanoma of the skin,2019,Males,40-44,289,36.5
Actual,Melanoma of the skin,2019,Males,45-49,492,59.2
Actual,Melanoma of the skin,2019,Males,50-54,642,84.7
Actual,Melanoma of the skin,2019,Males,55-59,806,105.7
Actual,Melanoma of the skin,2019,Males,60-64,"1,056",155.8
Actual,Melanoma of the skin,2019,Males,65-69,"1,214",203.4
Actual,Melanoma of the skin,2019,Males,70-74,"1,428",275.3
Actual,Melanoma of the skin,2019,Males,75-79,"1,114",318.8
Actual,Melanoma of the skin,2019,Males,80-84,814,357.1
Actual,Melanoma of the skin,2019,Males,85-89,493,384.0
Actual,Melanoma of the skin,2019,Males,90+,240,364.2
Actual,Melanoma of the skin,2019,Males,All ages combined,"9,135",72.6
Actual,Melanoma of the skin,2020,Males,00-04,0,0.0
Actual,Melanoma of the skin,2020,Males,05-09,0,0.0
Actual,Melanoma of the skin,2020,Males,10-14,3,0.4
Actual,Melanoma of the skin,2020,Males,15-19,10,1.3
Actual,Melanoma of the skin,2020,Males,20-24,36,4.1
Actual,Melanoma of the skin,2020,Males,25-29,73,7.7
Actual,Melanoma of the skin,2020,Males,30-34,126,13.3
Actual,Melanoma of the skin,2020,Males,35-39,184,20.1
Actual,Melanoma of the skin,2020,Males,40-44,262,32.7
Actual,Melanoma of the skin,2020,Males,45-49,393,47.3
Actual,Melanoma of the skin,2020,Males,50-54,561,72.7
Actual,Melanoma of the skin,2020,Males,55-59,777,101.2
Actual,Melanoma of the skin,2020,Males,60-64,939,134.6
Actual,Melanoma of the skin,2020,Males,65-69,"1,138",186.6
Actual,Melanoma of the skin,2020,Males,70-74,"1,305",241.4
Actual,Melanoma of the skin,2020,Males,75-79,"1,142",309.9
Actual,Melanoma of the skin,2020,Males,80-84,840,350.1
Actual,Melanoma of the skin,2020,Males,85-89,498,380.2
Actual,Melanoma of the skin,2020,Males,90+,259,371.5
Actual,Melanoma of the skin,2020,Males,All ages combined,"8,546",67.1
Projections,Melanoma of the skin,2021,Males,00-04,0,0.0
Projections,Melanoma of the skin,2021,Males,05-09,0,0.0
Projections,Melanoma of the skin,2021,Males,10-14,3,0.4
Projections,Melanoma of the skin,2021,Males,15-19,12,1.6
Projections,Melanoma of the skin,2021,Males,20-24,46,5.5
Projections,Melanoma of the skin,2021,Males,25-29,76,8.3
Projections,Melanoma of the skin,2021,Males,30-34,144,15.3
Projections,Melanoma of the skin,2021,Males,35-39,233,25.1
Projections,Melanoma of the skin,2021,Males,40-44,318,39.0
Projections,Melanoma of the skin,2021,Males,45-49,525,64.2
Projections,Melanoma of the skin,2021,Males,50-54,680,85.6
Projections,Melanoma of the skin,2021,Males,55-59,890,116.7
Projections,Melanoma of the skin,2021,Males,60-64,"1,095",153.9
Projections,Melanoma of the skin,2021,Males,65-69,"1,319",213.5
Projections,Melanoma of the skin,2021,Males,70-74,"1,575",283.9
Projections,Melanoma of the skin,2021,Males,75-79,"1,296",334.1
Projections,Melanoma of the skin,2021,Males,80-84,932,372.9
Projections,Melanoma of the skin,2021,Males,85-89,550,405.1
Projections,Melanoma of the skin,2021,Males,90+,270,369.6
Projections,Melanoma of the skin,2021,Males,All ages combined,"9,964",78.2
Projections,Melanoma of the skin,2022,Males,00-04,0,0.0
Projections,Melanoma of the skin,2022,Males,05-09,1,0.1
Projections,Melanoma of the skin,2022,Males,10-14,3,0.4
Projections,Melanoma of the skin,2022,Males,15-19,12,1.5
Projections,Melanoma of the skin,2022,Males,20-24,46,5.4
Projections,Melanoma of the skin,2022,Males,25-29,73,7.9
Projections,Melanoma of the skin,2022,Males,30-34,143,15.1
Projections,Melanoma of the skin,2022,Males,35-39,235,25.0
Projections,Melanoma of the skin,2022,Males,40-44,325,38.6
Projections,Melanoma of the skin,2022,Males,45-49,527,65.6
Projections,Melanoma of the skin,2022,Males,50-54,706,86.7
Projections,Melanoma of the skin,2022,Males,55-59,890,118.0
Projections,Melanoma of the skin,2022,Males,60-64,"1,120",154.4
Projections,Melanoma of the skin,2022,Males,65-69,"1,355",216.0
Projections,Melanoma of the skin,2022,Males,70-74,"1,590",288.5
Projections,Melanoma of the skin,2022,Males,75-79,"1,424",340.1
Projections,Melanoma of the skin,2022,Males,80-84,983,377.7
Projections,Melanoma of the skin,2022,Males,85-89,579,409.9
Projections,Melanoma of the skin,2022,Males,90+,274,367.5
Projections,Melanoma of the skin,2022,Males,All ages combined,"10,286",79.7
Projections,Melanoma of the skin,2023,Males,00-04,1,0.1
